Frame,License_Plate_Text,Confidence
57,17B3 56396,0.8526607751846313
57,99HW1 02834,0.8164123296737671
58,17B3 56396,0.8552441000938416
58,99WH1 2834,0.8161822557449341
59,17B3 56396,0.8770071268081665
59,99WH1 2834,0.8166847825050354
60,17B3 56396,0.8458435535430908
60,99HW1 02834,0.8185216784477234
61,17B3 56396,0.8456807136535645
61,99WH1 2834,0.8181564807891846
62,17B3 56396,0.8399262428283691
62,99HW1 2834,0.8156794309616089
63,17B3 56396,0.8571281433105469
63,99WH1 02834,0.8158336281776428
64,17B3 56396,0.8418265581130981
64,99WH1 02834,0.8156750202178955
65,17B3 56396,0.8508321642875671
65,99WH1 D2834,0.8215070366859436
66,17B3 56396,0.8438040614128113
66,99HW1 D2834,0.8206213712692261
67,17B3 56396,0.8452809453010559
67,99HW1 D2834,0.8220080733299255
68,17B3 56396,0.844200611114502
68,99W1 2834,0.8217957019805908
69,17B3 56396,0.8365790843963623
69,99WH1 D2834,0.8209144473075867
70,17B3 56396,0.8917860984802246
70,99W1 2834,0.8168544173240662
71,17B3 56396,0.8835409283638
71,99WH1 2834,0.8216256499290466
72,17B3 56396,0.8426873683929443
72,99WH1 2834,0.8223750591278076
73,17B3 56396,0.8429884910583496
73,99WH1 2834,0.8237077593803406
74,17B3 56396,0.8426308035850525
74,99W1 D2834,0.8223670125007629
75,17B3 56396,0.8457925915718079
75,99W1 2834,0.8176936507225037
76,17B3 56396,0.8515427112579346
76,99W1 D2834,0.8112261891365051
77,17B3 56396,0.8508864045143127
77,99W1 D2834,0.8098407983779907
78,17B3 56396,0.8607770204544067
78,99WH1 2834,0.8167047500610352
79,17B3 56396,0.8703909516334534
79,99WH1 2834,0.813790500164032
80,17B3 56396,0.8582791090011597
80,99WH1 02834,0.8292721509933472
81,17B3 56396,0.8586431741714478
81,99WH1 02834,0.8292039036750793
82,17B3 56396,0.8590439558029175
82,99W1 02834,0.8380566835403442
83,17B3 56396,0.8600476384162903
83,99W1 2834,0.829388439655304
84,17B3 56396,0.8557736277580261
84,99W1 02834,0.8248113989830017
85,17B3 56396,0.8563463687896729
85,99W1 2834,0.8216047286987305
86,17B3 56396,0.8482895493507385
86,99W1 02834,0.8420897126197815
87,17B3 56396,0.8491408228874207
87,99W1 02834,0.816649854183197
88,99W1 2834,0.841088056564331
88,17B3 56396,0.8402737975120544
89,17B3 56396,0.8405293226242065
89,99WH1 02834,0.8335846066474915
90,17B3 56396,0.8559437990188599
90,99W1 02834,0.8415729403495789
91,17B3 56396,0.8662451505661011
91,99W1 02834,0.8294873237609863
92,17B3 56396,0.865010678768158
92,99W1 02834,0.8357844352722168
93,17B3 56396,0.8696848750114441
93,99WH1 02834,0.8222562670707703
94,17B3 56396,0.8665685653686523
94,99WH1 02834,0.8255577683448792
95,17B3 56396,0.8676180839538574
95,99W1 02834,0.8180076479911804
96,17B3 56396,0.8556615710258484
96,99W1 2834,0.820560872554779
97,17B3 56396,0.8777047395706177
97,99W1 02834,0.8484832644462585
98,17B3 56396,0.8584682941436768
98,99W1 2834,0.81699138879776
99,17B3 56396,0.857368528842926
99,99W1 2834,0.8124371767044067
100,17B3 56396,0.8459128141403198
100,99HW1 2834,0.8285269737243652
101,17B3 56396,0.8455374240875244
101,99H1 02834,0.8219329118728638
102,17B3 56396,0.8451680541038513
102,99HW1 02834,0.8204627633094788
103,17B3 56396,0.8505176305770874
103,99W1 02834,0.8208407163619995
104,17B3 56396,0.8470836281776428
104,99W1 02834,0.8223111033439636
105,17B3 56396,0.8785589933395386
105,99W1 02834,0.8226799368858337
106,17B3 56396,0.8507602214813232
106,99W1 2834,0.8235089182853699
107,17B3 56396,0.8558467626571655
107,99W1 02834,0.8211272358894348
108,17B3 56396,0.8549511432647705
108,99W1 02834,0.830683708190918
109,17B3 56396,0.8283107876777649
109,99WH1 A27834,0.7879828214645386
110,17B3 56396,0.8283107876777649
110,99WH1 A27834,0.7879828214645386
111,17B3 56396,0.8496699333190918
111,99WH1 A2834,0.782665491104126
112,17B3 56396,0.8510801196098328
112,99WH1 A2834,0.8168565630912781
113,17B3 56396,0.8464958667755127
113,99WH1 2834,0.80985426902771
114,17B3 56396,0.84501051902771
114,99WH1 2834,0.8154395222663879
115,17B3 56396,0.8455018997192383
115,99H1 2834,0.8149776458740234
116,17B3 56396,0.8578318357467651
116,99H1 2834,0.8163517117500305
117,17B3 56396,0.8572471141815186
117,99H1 2834,0.8296738862991333
118,17B3 56396,0.8508201241493225
118,99WH1 2834,0.8325802087783813
119,17B3 56396,0.8490687012672424
119,99H1 2834,0.8488878607749939
120,17B3 56396,0.8530779480934143
120,P99H1 27834,0.8230416178703308
121,17B3 56396,0.847757875919342
121,99H1 2834,0.8254513144493103
122,99WH1 2834,0.8537434935569763
122,17B3 56396,0.8429869413375854
123,17B3 56396,0.8489412069320679
123,99H1 2834,0.8072413206100464
124,17B3 56396,0.851146399974823
124,99HW1 2834,0.8081735372543335
125,17B3 56396,0.8488775491714478
125,99H1 2834,0.8364692330360413
126,17B3 56396,0.8489707708358765
126,99WH1 A2834,0.8337659239768982
127,17B3 56396,0.8491166830062866
127,99WH1 2834,0.810185968875885
128,17B3 56396,0.8523540496826172
128,99WH1 2834,0.8222018480300903
129,17B3 56396,0.856203019618988
129,P99HW1 2834,0.8437759876251221
130,17B3 56396,0.8542537689208984
130,99HW1T 2834,0.8417052626609802
131,17B3 56396,0.8535371422767639
131,99WH1 7834,0.8258321285247803
132,17B3 56396,0.8562511801719666
132,99HW1 2Z834,0.8555052280426025
133,17B3 56396,0.8389185070991516
133,99W1 2834,0.8387616872787476
134,99WH1 2834,0.8457455039024353
134,17B3 56396,0.8420053720474243
135,17B3 56396,0.8494704961776733
135,99W1 2834,0.8148925304412842
136,17B3 56396,0.8561118245124817
136,99WH1 2834,0.8300665616989136
137,17B3 56396,0.8575446605682373
137,99WH1 2834,0.8291663527488708
138,17B3 56396,0.8694704174995422
138,99W1 2834,0.819445013999939
139,17B3 56396,0.8427367210388184
139,99WHT 2834,0.8411093354225159
140,17B3 56396,0.8845954537391663
140,99WH1 2834,0.8400444388389587
141,17B3 56396,0.8679068684577942
141,99HW1 2834,0.8142498731613159
142,17B3 56396,0.8526738882064819
142,H1 834,0.800893247127533
143,17B3 56396,0.8543978333473206
143,HH1 834,0.7986454963684082
144,17B3 56396,0.8714355230331421
144,99W1 834,0.8108777403831482
145,17B3 56396,0.8487865924835205
145,99WH1 834,0.819464385509491
146,17B3 56396,0.8532337546348572
146,99W1 834,0.8109351992607117
147,17B3 56396,0.856395959854126
147,99W1 0834,0.8145517110824585
148,17B3 56396,0.8488092422485352
148,99W1 0834,0.8115891218185425
149,17B3 56396,0.8469542860984802
149,99W1 0834,0.8037266135215759
150,17B3 56396,0.849022388458252
150,99W1 0834,0.8054864406585693
151,17B3 56396,0.8482802510261536
151,99W1 834,0.8096180558204651
152,17B3 56396,0.853969931602478
152,99WH1 834,0.8104274272918701
153,17B3 56396,0.8496209383010864
153,99WH1 4834,0.7664631605148315
154,17B3 56396,0.8468300700187683
154,99W1 834,0.824582576751709
155,17B3 56396,0.84245765209198
155,99WHT 834,0.8234834671020508
156,17B3 56396,0.8444085717201233
156,9HT B34,0.8241438865661621
157,17B3 56396,0.844359278678894
157,9HT B34,0.8238614797592163
158,17B3 56396,0.8494465351104736
158,99WH1 834,0.8081406354904175
159,17B3 56396,0.8438562750816345
159,99H1 8B34,0.8070753216743469
160,17B3 56396,0.8421973586082458
160,99WH1 2834,0.807826817035675
161,17B3 56396,0.8411628007888794
161,99H1 2834,0.7755596041679382
162,17B3 56396,0.8363942503929138
162,99WH1 2834,0.8027707934379578
163,17B3 56396,0.8362045884132385
163,99H1 2834,0.8209605813026428
164,17B3 56396,0.8350238800048828
164,99H1 2834,0.8308772444725037
165,17B3 56396,0.8371403217315674
165,99H1 2834,0.8260923027992249
166,17B3 56396,0.8439124822616577
166,99HW1 2834,0.8052778244018555
167,17B3 56396,0.8395589590072632
167,99H1 A2834,0.8146781325340271
168,17B3 56396,0.8442702293395996
168,99H1 2834,0.8390284180641174
169,17B3 56396,0.8652023077011108
169,99WH1 72834,0.7896918058395386
170,17B3 56396,0.8646017909049988
170,99WH1 2834,0.7990391850471497
171,17B3 56396,0.8395219445228577
171,99WH1 2834,0.8237704634666443
172,17B3 56396,0.8474206924438477
172,99WH1 2834,0.842115581035614
173,17B3 56396,0.8516952395439148
173,P9WH1 2834,0.8116230368614197
174,17B3 56396,0.8404291272163391
174,99WH1 2834,0.8205103874206543
175,17B3 56396,0.8498548865318298
175,99WH1 2834,0.8265907168388367
176,17B3 56396,0.8399726152420044
176,99WH1 A2834,0.8372410535812378
177,17B3 56396,0.8553386330604553
177,99WH1 A2834,0.8100141882896423
178,17B3 56396,0.854215681552887
178,99WH1 A2834,0.8103660345077515
179,17B3 56396,0.8578206896781921
179,99WH1 A2834,0.8266046643257141
180,17B3 56396,0.8604834675788879
180,99WH1 D2834,0.8232020139694214
181,17B3 56396,0.8618025183677673
181,99HW1 2834,0.8261556029319763
182,17B3 56396,0.8563916683197021
182,99WH1 2834,0.8248699307441711
183,17B3 56396,0.8562800288200378
183,99WH1 D2834,0.8245594501495361
184,99WH1 2834,0.8638466000556946
184,17B3 56396,0.8533897399902344
185,99WH1 2834,0.8946964740753174
185,17B3 56396,0.8608788847923279
186,99HW1 2834,0.8597344756126404
186,17B3 56396,0.8558076024055481
187,99WH1 D2834,0.869886040687561
187,17B3 56396,0.8576338887214661
188,99WH1 02834,0.863529622554779
188,17B3 56396,0.8555853366851807
189,99WH1 02834,0.8572496771812439
189,17B3 56396,0.8569334149360657
190,99WH1 0D2834,0.8595836162567139
190,17B3 56396,0.8532190322875977
191,17B3 56396,0.8507187962532043
191,99WH1 D02834,0.8267442584037781
192,17B3 56396,0.8491873145103455
192,99WH1 D2834,0.8266302347183228
193,17B3 56396,0.8544301986694336
193,99W1 D2834,0.8233236074447632
194,17B3 56396,0.8560805320739746
194,99W1 2834,0.8252918720245361
195,17B3 56396,0.8554002046585083
195,99HW1 D2834,0.8231805562973022
196,17B3 56396,0.8562086224555969
196,99WH1 2834,0.8240242600440979
197,17B3 56396,0.8605192303657532
197,99WH1 2834,0.8292771577835083
198,17B3 56396,0.8663373589515686
198,99HW1 2834,0.8362627029418945
199,17B3 56396,0.8568935990333557
199,99HW1 2834,0.8367288112640381
200,17B3 56396,0.8568106293678284
200,99HW1 D2834,0.8563212156295776
