Frame,License_Plate_Text,Confidence
0,17B3 56396,0.8753240704536438
0,99HW1 02834,0.8511544466018677
1,17B3 56396,0.886311411857605
1,99HW1 02834,0.8535451889038086
2,17B3 56396,0.8642767667770386
2,99H1 02834,0.8601208329200745
3,17B3 56396,0.8580916523933411
3,99H1 02834,0.8486741781234741
4,99H1 02834,0.8624827265739441
4,17B3 56396,0.8608264923095703
5,17B3 56396,0.8570622205734253
5,99H1 02834,0.8387967944145203
6,17B3 56396,0.8531755208969116
6,99H1 02834,0.8397804498672485
7,99H1 02834,0.8649402856826782
7,17B3 56396,0.8443582653999329
8,17B3 56396,0.8595097661018372
8,99H1 02834,0.8392268419265747
9,17B3 56396,0.8468272686004639
9,99HW1 02834,0.8324827551841736
10,17B3 56396,0.8505942225456238
10,99H1 02834,0.8364424705505371
11,17B3 56396,0.8545498251914978
11,99HW1 02834,0.8338243961334229
12,17B3 56396,0.8542613983154297
12,99H1 02834,0.8347697854042053
13,17B3 56396,0.8653967380523682
13,99HW1 02834,0.8307456374168396
14,99H1 02834,0.8783662915229797
14,17B3 56396,0.867236316204071
15,99H1 02834,0.875629186630249
15,17B3 56396,0.8675220012664795
16,17B3 56396,0.8713531494140625
16,99H1 02834,0.8427435159683228
17,17B3 56396,0.8653040528297424
17,99HW1 02834,0.8368784189224243
18,17B3 56396,0.8629822731018066
18,99H1 02834,0.8455324769020081
19,17B3 56396,0.8629711866378784
19,99WH1 02834,0.8406180143356323
20,17B3 56396,0.8435662984848022
20,99HW1 02834,0.8378303647041321
21,17B3 56396,0.8430584073066711
21,99HW1 02834,0.8377780318260193
22,17B3 56396,0.8834691047668457
22,99H1 02834,0.8433268666267395
23,17B3 56396,0.8800369501113892
23,99H1 02834,0.8440720438957214
24,17B3 56396,0.8515881299972534
24,99HW1 02834,0.8362428545951843
25,17B3 56396,0.8594863414764404
25,99WH1 02834,0.8348087072372437
26,17B3 56396,0.8614522218704224
26,99WH1 02834,0.8509796261787415
27,17B3 56396,0.8596495389938354
27,99WH1 02834,0.856509268283844
28,17B3 56396,0.8599058985710144
28,99WH1 02834,0.8543697595596313
29,17B3 56396,0.8609052896499634
29,99WH1 02834,0.8290988206863403
30,17B3 56396,0.8572209477424622
30,99H1 02834,0.8239043951034546
31,17B3 56396,0.8602117896080017
31,99HW1 02834,0.8221340179443359
32,17B3 56396,0.8603637218475342
32,99HW1 02834,0.8242517709732056
33,17B3 56396,0.8606521487236023
33,99WH1 02834,0.8243787884712219
34,17B3 56396,0.8537662625312805
34,99HW1 02834,0.8337076306343079
35,17B3 56396,0.8595554828643799
35,99WH1 02834,0.8529514074325562
36,17B3 56396,0.8666914701461792
36,99HW1 02834,0.8288898468017578
37,17B3 56396,0.8652198910713196
37,99HW1 02834,0.827476978302002
38,17B3 56396,0.8562433123588562
38,99WH1 02834,0.8210242986679077
39,17B3 56396,0.8623272180557251
39,99HW1 A2834,0.8186076879501343
40,17B3 56396,0.8465085029602051
40,99H1 A2834,0.8161516785621643
41,17B3 56396,0.8446933031082153
41,99WH1 A2834,0.8209234476089478
42,17B3 56396,0.8428059816360474
42,99WH1 2834,0.8258176445960999
43,17B3 56396,0.8494644165039062
43,99WH1 A2834,0.8254548907279968
44,17B3 56396,0.8481251001358032
44,99WH1 A2834,0.8251307606697083
45,17B3 56396,0.8484542965888977
45,99HW1 A2834,0.8238693475723267
46,17B3 56396,0.8568373322486877
46,99HW1 2834,0.8331755995750427
47,17B3 56396,0.8565477132797241
47,99WH1 A2834,0.8186951279640198
48,17B3 56396,0.8583897948265076
48,99WH1 2834,0.8370261788368225
49,17B3 56396,0.8504520654678345
49,99HW1 2834,0.8338840007781982
50,17B3 56396,0.8502905964851379
50,99WH1 2834,0.8329945206642151
51,17B3 56396,0.8547155261039734
51,99WH1 02834,0.8257817625999451
52,17B3 56396,0.8556997776031494
52,99WH1 2834,0.8117638230323792
53,17B3 56396,0.8591277003288269
53,99WH1 2834,0.8180073499679565
54,17B3 56396,0.8582999110221863
54,99WH1 2834,0.8165882229804993
55,17B3 56396,0.8594397306442261
55,99HW1 02834,0.815401554107666
56,17B3 56396,0.8596629500389099
56,99WH1 0M2834,0.8190619349479675
